50,-123,1539.0
49,-123,
50,-122,894.0
57,-125,855.0
57,-127,1776.0
57,-126,1667.0
56,-124,672.0
55,-124,1205.0
55,-123,807.0
56,-125,1490.0
56,-123,1064.0
55,-128,1652.0
56,-128,1011.0
56,-127,1167.0
51,-124,1477.0
51,-123,1543.0
55,-129,276.0
54,-129,884.0
50,-125,0.0
50,-124,37.0
51,-125,963.0
53,-128,215.0
54,-128,1732.0
58,-131,249.0
57,-130,1491.0
60,-129,802.0
59,-130,1398.0
49,-124,324.0
48,-124,
57,-129,1495.0
58,-130,991.0
58,-132,2069.0
59,-128,1460.0
59,-129,1166.0
58,-129,1529.0
59,-132,912.0
54,-123,723.0
53,-123,955.0
48,-123,
49,-125,0.0
52,-122,836.0
54,-122,708.0
55,-122,1603.0
53,-124,1299.0
54,-121,757.0
49,-126,0.0
53,-122,1105.0
50,-127,441.0
50,-126,1076.0
53,-119,1255.0
52,-119,2025.0
53,-120,2548.0
53,-121,1866.0
51,-126,1516.0
51,-128,0.0
51,-127,84.0
52,-126,2413.0
52,-125,1006.0
50,-128,0.0
49,-121,
53,-132,162.0
50,-121,926.0
54,-124,694.0
54,-125,717.0
53,-125,1117.0
53,-126,945.0
52,-127,1665.0
54,-126,810.0
49,-122,
53,-127,1630.0
55,-125,869.0
55,-126,854.0
54,-127,827.0
55,-127,1236.0
56,-126,1408.0
51,-120,1589.0
51,-118,1691.0
51,-119,347.0
50,-120,1385.0
50,-119,1523.0
50,-118,1938.0
56,-120,641.0
56,-121,885.0
56,-122,693.0
55,-120,877.0
49,-119,
49,-120,2008.0
51,-116,2210.0
51,-117,1803.0
51,-115,1566.0
50,-116,2162.0
52,-118,2211.0
52,-123,1157.0
55,-121,901.0
52,-117,3073.0
57,-122,953.0
57,-121,737.0
57,-120,755.0
57,-123,1058.0
58,-123,853.0
58,-122,696.0
58,-121,494.0
51,-121,1256.0
52,-121,1259.0
51,-122,1104.0
58,-124,1290.0
59,-123,496.0
59,-124,537.0
52,-120,1009.0
60,-121,638.0
59,-120,396.0
59,-122,484.0
60,-124,567.0
59,-125,656.0
60,-120,
60,-122,463.0
60,-123,378.0
59,-121,634.0
49,-118,
49,-117,1965.0
50,-117,1565.0
52,-124,1396.0
49,-115,1828.0
50,-115,1661.0
49,-116,
49,-114,1557.0
57,-124,1860.0
58,-126,1470.0
50,-114,1258.0
52,-115,1234.0
53,-117,1630.0
54,-117,947.0
54,-116,987.0
54,-119,1161.0
54,-115,732.0
53,-115,933.0
53,-116,1062.0
53,-118,1913.0
54,-118,1157.0
56,-119,611.0
55,-119,678.0
55,-117,681.0
55,-118,650.0
58,-116,363.0
59,-119,363.0
59,-115,924.0
58,-115,321.0
58,-114,276.0
59,-117,439.0
58,-117,355.0
59,-116,838.0
58,-118,401.0
59,-118,342.0
60,-118,680.0
58,-119,706.0
60,-119,613.0
57,-115,494.0
60,-116,290.0
57,-116,728.0
59,-114,704.0
60,-117,297.0
56,-111,596.0
55,-112,569.0
55,-113,582.0
56,-112,678.0
55,-111,622.0
55,-110,669.0
54,-110,669.0
54,-111,685.0
55,-114,652.0
54,-114,714.0
56,-113,580.0
56,-110,525.0
57,-111,499.0
57,-112,465.0
58,-111,286.0
59,-111,258.0
57,-110,568.0
58,-113,639.0
57,-114,567.0
57,-113,528.0
60,-111,288.0
58,-112,306.0
58,-110,404.0
57,-118,723.0
56,-116,685.0
56,-117,595.0
57,-117,523.0
56,-118,583.0
57,-119,757.0
58,-120,682.0
52,-116,1871.0
56,-114,570.0
55,-116,776.0
55,-115,1043.0
56,-115,647.0
54,-109,522.0
55,-103,335.0
55,-105,357.0
57,-109,475.0
55,-104,402.0
56,-109,421.0
53,-105,451.0
58,-105,522.0
60,-107,497.0
57,-105,535.0
51,-108,601.0
55,-102,359.0
56,-105,447.0
56,-103,363.0
57,-102,336.0
52,-103,609.0
54,-108,551.0
59,-104,378.0
52,-107,520.0
53,-109,562.0
54,-106,538.0
51,-102,536.0
55,-108,452.0
53,-106,482.0
52,-105,561.0
57,-106,563.0
59,-108,399.0
59,-109,310.0
54,-105,597.0
56,-102,371.0
60,-106,442.0
54,-107,494.0
53,-103,586.0
53,-107,524.0
56,-106,466.0
57,-107,520.0
59,-102,388.0
56,-104,411.0
57,-108,476.0
54,-104,397.0
51,-104,629.0
58,-103,451.0
50,-104,580.0
57,-104,426.0
60,-109,420.0
59,-106,316.0
56,-108,455.0
54,-102,281.0
57,-103,355.0
55,-107,509.0
55,-106,440.0
49,-106,
58,-104,413.0
54,-103,270.0
51,-105,533.0
58,-107,481.0
53,-102,326.0
52,-106,530.0
55,-109,704.0
53,-110,614.0
60,-108,482.0
53,-108,586.0
50,-106,685.0
59,-105,360.0
52,-109,666.0
59,-110,209.0
52,-99,277.0
52,-98,217.0
51,-98,281.0
52,-97,217.0
52,-100,259.0
51,-99,259.0
50,-97,234.0
50,-96,270.0
52,-96,288.0
51,-96,259.0
49,-96,
50,-95,340.0
51,-95,348.0
52,-95,309.0
53,-97,243.0
53,-96,290.0
56,-98,236.0
54,-94,255.0
55,-98,183.0
54,-98,220.0
54,-95,240.0
55,-97,208.0
56,-97,174.0
56,-92,149.0
55,-94,174.0
56,-96,194.0
55,-92,141.0
56,-95,168.0
54,-96,253.0
57,-101,358.0
54,-97,239.0
57,-94,100.0
56,-94,139.0
55,-95,216.0
57,-97,284.0
53,-95,321.0
57,-99,293.0
58,-101,382.0
57,-100,313.0
58,-94,62.0
58,-99,309.0
58,-100,376.0
58,-102,360.0
58,-96,215.0
57,-96,206.0
58,-98,318.0
58,-97,277.0
57,-93,50.0
59,-96,170.0
60,-96,160.0
56,-93,102.0
56,-91,161.0
56,-90,165.0
54,-100,266.0
54,-101,260.0
53,-99,228.0
55,-100,302.0
55,-101,351.0
53,-101,256.0
51,-101,570.0
56,-101,327.0
56,-99,261.0
53,-100,280.0
55,-99,238.0
54,-99,227.0
50,-99,307.0
50,-98,247.0
51,-97,218.0
55,-96,237.0
55,-93,171.0
47,-79,310.0
52,-93,366.0
51,-93,383.0
52,-88,295.0
52,-89,319.0
56,-88,34.0
47,-80,327.0
51,-90,388.0
46,-78,318.0
49,-91,460.0
51,-81,28.0
50,-82,190.0
49,-82,274.0
52,-91,379.0
52,-90,352.0
56,-89,114.0
53,-87,189.0
53,-88,218.0
50,-90,463.0
54,-92,266.0
53,-92,296.0
53,-89,249.0
53,-83,38.0
51,-89,353.0
54,-91,241.0
46,-81,210.0
52,-92,431.0
50,-93,401.0
47,-81,440.0
52,-86,178.0
50,-81,238.0
51,-91,373.0
55,-85,46.0
50,-80,301.0
55,-91,123.0
49,-80,294.0
56,-87,0.0
52,-94,372.0
48,-81,411.0
53,-90,259.0
50,-85,172.0
51,-94,388.0
45,-79,327.0
53,-94,332.0
54,-88,133.0
53,-91,299.0
48,-82,400.0
47,-82,448.0
50,-89,369.0
50,-92,390.0
49,-88,410.0
54,-93,249.0
46,-79,343.0
47,-83,495.0
47,-84,552.0
49,-92,440.0
49,-94,356.0
50,-94,374.0
45,-80,176.0
49,-93,430.0
49,-89,496.0
51,-92,436.0
46,-80,234.0
53,-93,273.0
50,-88,270.0
48,-90,
45,-77,277.0
49,-85,359.0
48,-89,
49,-90,478.0
49,-87,452.0
49,-83,268.0
48,-84,437.0
50,-84,164.0
46,-82,176.0
50,-91,414.0
51,-88,325.0
48,-85,392.0
48,-80,299.0
46,-83,176.0
55,-89,75.0
49,-81,260.0
48,-83,405.0
45,-78,354.0
50,-87,337.0
54,-90,220.0
46,-84,
48,-91,
49,-95,
50,-86,288.0
49,-86,287.0
51,-86,181.0
51,-87,280.0
49,-84,350.0
52,-82,35.0
53,-86,147.0
46,-72,118.0
46,-76,170.0
45,-72,
45,-73,
46,-73,17.0
46,-74,363.0
46,-75,297.0
47,-73,344.0
46,-71,361.0
49,-72,247.0
48,-69,200.0
47,-72,455.0
48,-66,0.0
47,-74,437.0
45,-74,183.0
47,-76,281.0
48,-79,313.0
49,-79,291.0
48,-72,509.0
48,-68,349.0
48,-78,296.0
47,-69,
48,-73,317.0
49,-66,1053.0
46,-77,331.0
49,-78,298.0
47,-70,346.0
50,-66,0.0
47,-78,330.0
46,-70,
47,-71,85.0
49,-64,
49,-65,497.0
49,-73,287.0
48,-75,605.0
48,-70,268.0
49,-77,293.0
49,-75,466.0
48,-74,468.0
48,-77,338.0
49,-67,2.0
48,-71,472.0
49,-68,2.0
50,-68,303.0
49,-74,450.0
50,-78,260.0
50,-67,130.0
49,-76,403.0
51,-75,374.04
50,-77,280.0
48,-67,88.0
47,-75,403.0
49,-70,595.0
51,-72,588.901
50,-73,438.0
47,-77,410.0
52,-57,382.908
51,-79,94.333
50,-74,434.0
51,-67,595.381
52,-69,488.219
53,-77,202.893
50,-79,242.0
50,-75,356.0
53,-76,220.24
51,-68,693.213
53,-72,571.47
51,-73,432.75
49,-71,489.0
48,-76,449.0
50,-72,527.0
51,-78,205.644
52,-78,118.138
53,-74,392.979
53,-70,682.245
52,-65,590.14
52,-73,415.414
49,-69,186.0
50,-76,301.0
50,-70,467.0
53,-73,475.842
50,-71,410.0
54,-78,153.478
52,-77,222.982
53,-78,135.668
52,-75,300.611
51,-66,608.496
52,-79,0.0
50,-69,410.0
52,-76,294.081
51,-76,295.874
51,-65,709.548
48,-65,0.0
52,-62,446.178
52,-64,521.261
51,-63,549.584
52,-63,535.05
51,-69,582.473
51,-70,668.874
51,-59,48.763
55,-70,495.59
50,-63,
53,-67,733.0
48,-64,
62,-136,766.0
63,-140,749.0
64,-140,657.0
63,-139,1098.0
65,-141,354.0
66,-137,440.0
63,-135,700.0
66,-141,651.0
66,-138,566.0
67,-135,24.0
67,-139,462.0
66,-140,1223.0
63,-134,722.0
62,-132,775.0
60,-132,1134.0
60,-133,883.0
61,-128,1581.0
61,-129,1215.0
61,-127,1072.0
61,-130,1646.0
60,-128,717.0
60,-135,671.0
60,-134,1077.0
61,-135,856.0
64,-139,551.0
61,-138,1366.0
64,-135,671.0
62,-133,1520.0
67,-133,136.0
67,-131,332.0
68,-133,207.0
67,-134,102.0
62,-121,274.0
62,-123,303.0
61,-121,442.0
62,-122,177.0
62,-124,887.0
63,-123,538.0
61,-122,450.0
61,-120,292.0
63,-121,266.0
64,-121,270.0
62,-120,726.0
61,-119,280.0
62,-118,200.0
60,-112,206.0
60,-110,360.0
61,-102,396.0
61,-115,157.0
60,-113,249.0
65,-128,1521.0
66,-129,84.0
66,-130,93.0
64,-125,323.0
65,-123,212.0
66,-125,164.0
67,-126,353.0
64,-114,394.0
66,-115,402.0
63,-113,316.0
63,-117,279.0
65,-120,505.0
44,-66,60.0
46,-63,0.0
45,-65,65.0
45,-64,22.0
44,-65,92.0
46,-64,0.0
46,-62,0.0
45,-63,113.0
45,-62,0.0
46,-60,25.0
46,-61,0.0
44,-64,
45,-66,0.0
47,-60,
43,-66,
45,-61,
45,-67,0.0
46,-65,39.0
46,-66,1.0
47,-68,
46,-67,117.0
47,-65,15.0
46,-68,
47,-67,584.0
47,-66,154.0
0,0,
49,-108,
49,-107,
62,-126,875.0
61,-125,899.0
42,-83,174.0
51,-100,408.0
44,-76,
59,-112,218.0
60,-114,297.0
51,-166,
59,-133,1324.0
56,-130,1401.0
55,-134,
54,-132,62.0
48,-118,
54,-131,0.0
54,-130,771.0
55,-130,0.0
52,-132,
52,-130,
59,-127,1024.0
53,-130,0.0
54,-133,235.0
60,-137,1662.0
52,-131,0.0
48,-122,
60,-127,943.0
59,-126,1788.0
54,-120,1645.0
49,-127,
59,-134,1813.0
53,-129,224.0
49,-128,
56,-129,781.0
56,-134,
52,-114,932.0
57,-131,1706.0
55,-131,
51,-112,731.0
48,-121,
57,-128,1193.0
52,-128,427.0
57,-132,1419.0
59,-135,
58,-125,2176.0
60,-131,1096.0
55,-135,
58,-127,1911.0
60,-126,1053.0
60,-130,1010.0
53,-133,0.0
60,-125,1266.0
51,-129,0.0
53,-131,
53,-134,
54,-134,
58,-128,1667.0
59,-131,1463.0
49,-113,1279.0
48,-119,
48,-120,
56,-131,
59,-136,
48,-134,
52,-137,
48,-132,
60,-136,1490.0
55,-140,
50,-138,
51,-135,
50,-137,
51,-137,
58,-139,
50,-133,
54,-139,
49,-138,
55,-138,
55,-136,
56,-135,
52,-133,
49,-133,
48,-125,
53,-138,
49,-137,
50,-134,
50,-129,
60,-138,1358.0
49,-129,
54,-112,654.0
51,-114,1032.0
54,-113,647.0
59,-113,240.0
53,-114,853.0
60,-115,304.0
52,-102,499.0
50,-109,766.0
59,-107,419.0
50,-108,866.0
50,-110,730.0
50,-105,586.0
49,-103,
51,-106,618.0
58,-109,526.0
52,-104,530.0
56,-107,440.0
59,-103,434.0
60,-105,478.0
50,-107,732.0
58,-108,532.0
52,-110,701.0
51,-103,582.0
60,-102,351.0
51,-107,588.0
50,-102,642.0
58,-106,434.0
60,-104,395.0
53,-104,396.0
60,-103,383.0
49,-109,
52,-108,627.0
49,-104,
50,-103,661.0
51,-109,697.0
49,-105,
56,-100,312.0
57,-98,258.0
60,-100,277.0
50,-100,466.0
52,-101,468.0
58,-95,140.0
49,-100,
53,-98,218.0
57,-95,223.0
59,-101,360.0
49,-97,
50,-101,465.0
49,-99,
49,-101,
59,-98,271.0
59,-94,0.0
59,-99,334.0
57,-91,49.0
60,-101,384.0
59,-100,286.0
60,-99,314.0
59,-97,203.0
57,-92,6.0
58,-93,22.0
57,-90,7.0
49,-98,
59,-95,30.0
60,-97,229.0
54,-83,44.0
53,-84,92.0
55,-83,19.0
52,-84,90.0
54,-84,118.0
54,-89,171.0
55,-84,31.0
52,-87,233.0
54,-85,110.0
54,-86,117.0
55,-86,74.0
47,-85,184.0
48,-92,
52,-83,60.0
50,-83,200.0
53,-82,1.0
48,-93,
51,-85,133.0
53,-85,108.0
51,-80,27.609
52,-81,4.0
44,-80,296.0
44,-77,81.0
56,-86,
45,-76,141.0
48,-86,184.0
51,-82,87.0
54,-87,110.0
44,-78,123.0
57,-88,
55,-87,122.0
55,-88,98.0
42,-82,174.0
51,-83,136.0
52,-85,148.0
51,-84,105.0
48,-88,184.0
45,-81,176.0
45,-82,176.0
46,-85,
47,-89,
45,-75,81.0
45,-84,
45,-83,
54,-82,
43,-80,210.0
43,-82,227.0
43,-79,
55,-82,
54,-72,450.06
50,-64,1.0
54,-79,0.0
52,-68,621.24
54,-75,216.878
52,-74,350.885
54,-73,394.864
51,-77,249.23
53,-75,375.037
51,-71,549.561
56,-74,238.943
55,-78,90.748
50,-62,
53,-79,0.0
51,-60,251.016
52,-59,369.737
50,-60,
52,-70,790.652
51,-74,380.59
52,-67,554.242
51,-64,572.73
56,-76,252.404
52,-66,716.401
53,-68,700.407
53,-69,637.74
54,-76,244.921
55,-67,469.809
52,-71,682.29
62,-140,766.0
62,-139,748.0
63,-141,704.0
62,-141,1221.0
63,-138,723.0
62,-137,948.0
62,-135,798.0
63,-136,1270.0
62,-134,1113.0
63,-137,955.0
61,-136,1148.0
64,-141,1116.0
64,-138,756.0
65,-138,1205.0
64,-137,1337.0
65,-140,979.0
61,-139,2098.0
61,-137,872.0
64,-136,870.0
63,-132,1647.0
66,-134,341.0
65,-135,1095.0
66,-135,360.0
66,-136,684.0
63,-133,1034.0
64,-134,914.0
64,-133,657.0
64,-132,1495.0
67,-140,659.0
67,-138,448.0
66,-139,485.0
67,-137,310.0
63,-131,1095.0
63,-130,1299.0
62,-131,923.0
62,-129,1759.0
61,-132,1016.0
61,-133,845.0
61,-126,908.0
62,-130,972.0
61,-131,1427.0
61,-134,1430.0
62,-138,1169.0
65,-139,1065.0
62,-128,2164.0
68,-138,676.0
68,-140,295.0
65,-137,1335.0
65,-136,1095.0
65,-134,1621.0
67,-136,560.0
66,-133,422.0
68,-137,741.0
64,-131,1369.0
69,-140,1185.0
68,-139,297.0
69,-138,40.0
67,-141,454.0
69,-141,782.0
68,-141,359.0
63,-115,264.0
61,-113,165.0
64,-117,221.0
61,-116,157.0
61,-118,221.0
63,-124,442.0
62,-114,157.0
61,-114,153.0
65,-126,90.0
65,-125,121.0
63,-118,280.0
67,-132,198.0
61,-124,576.0
65,-117,275.0
62,-116,220.0
63,-114,282.0
61,-112,191.0
61,-123,198.0
66,-128,198.0
63,-112,437.0
66,-127,491.0
66,-118,169.0
68,-135,8.209
63,-116,180.0
64,-118,340.0
63,-111,395.0
63,-119,276.0
62,-117,189.0
62,-115,180.0
62,-112,157.0
62,-113,157.0
64,-123,310.0
68,-136,1036.0
62,-108,436.0
61,-108,463.698
64,-124,300.0
62,-107,397.0
62,-109,409.0
64,-116,260.0
63,-110,329.0
64,-115,315.0
64,-119,329.0
65,-115,440.0
65,-114,437.0
62,-110,376.0
61,-109,452.0
61,-111,308.0
61,-117,177.0
65,-116,389.0
66,-123,175.0
64,-126,790.0
65,-127,280.0
66,-111,572.0
61,-105,384.0
63,-108,400.0
61,-110,315.0
62,-111,339.0
68,-134,14.0
69,-134,89.0
63,-122,435.0
65,-124,230.0
62,-106,376.0
61,-106,441.0
61,-107,452.0
63,-109,402.0
62,-125,1079.0
69,-131,62.0
68,-132,232.0
68,-130,246.0
69,-132,19.0
68,-131,391.0
69,-133,0.0
68,-114,0.0
67,-129,254.0
67,-130,90.0
62,-127,1483.0
68,-126,202.0
64,-127,1577.0
66,-132,233.0
62,-119,780.0
66,-124,181.0
61,-104,364.0
63,-125,562.0
64,-113,384.0
67,-117,527.0
63,-120,255.0
63,-126,1522.0
69,-126,213.422
67,-123,373.0
67,-125,320.0
68,-129,140.0
67,-124,360.0
67,-128,214.0
68,-127,300.0
67,-127,339.0
66,-126,359.0
64,-120,314.0
65,-119,267.0
65,-118,209.0
63,-102,232.0
65,-131,1262.0
61,-103,420.0
62,-103,293.0
68,-128,205.0
65,-121,157.0
66,-131,236.0
63,-129,1300.0
67,-122,281.0
66,-122,290.0
66,-116,450.0
67,-118,312.0
66,-119,168.0
65,-130,1354.0
66,-117,331.0
65,-129,659.0
64,-122,299.0
64,-112,470.0
70,-128,61.0
65,-133,1081.0
69,-113,81.0
69,-135,8.0
63,-127,1733.0
70,-133,0.0
70,-119,
69,-115,0.0
69,-136,0.0
64,-128,695.0
64,-130,1408.0
69,-130,91.0
69,-128,265.0
69,-127,211.0
65,-112,416.0
69,-129,300.0
65,-122,157.0
68,-124,397.0
66,-120,168.0
64,-111,445.0
68,-125,300.0
63,-107,400.0
65,-113,468.0
62,-105,393.0
63,-128,2052.0
67,-121,214.0
67,-119,227.0
64,-106,364.0
63,-106,356.0
66,-121,156.0
67,-116,532.0
63,-104,323.0
66,-114,409.348
63,-105,231.0
63,-103,310.0
64,-107,386.0
70,-127,13.0
64,-104,199.0
48,-55,188.0
48,-53,100.0
48,-54,137.0
47,-53,88.0
50,-56,0.0
49,-58,188.0
49,-53,
49,-57,327.0
54,-60,339.0
50,-57,388.0
49,-54,92.0
55,-60,107.0
49,-55,195.0
54,-64,473.0
48,-56,200.0
49,-56,127.0
53,-57,380.0
51,-56,35.0
55,-61,65.0
53,-56,0.0
54,-66,516.0
54,-59,60.0
52,-60,398.309
53,-63,421.0
53,-59,379.0
54,-61,347.0
56,-62,22.0
54,-62,641.0
55,-62,605.0
53,-64,623.0
47,-55,
48,-59,143.0
53,-60,158.0
53,-66,569.0
47,-56,0.0
53,-58,366.0
48,-57,279.0
54,-67,595.0
54,-65,473.0
53,-61,340.0
47,-54,181.0
52,-56,196.0
53,-62,382.0
53,-65,575.0
52,-61,500.572
54,-58,64.0
54,-63,472.0
56,-61,0.0
57,-63,494.0
57,-62,151.0
50,-54,0.0
55,-65,524.47
51,-58,
55,-63,464.0
56,-63,376.0
55,-59,28.0
52,-58,425.087
49,-59,0.0
51,-57,0.0
54,-57,0.0
50,-55,
48,-58,453.0
50,-58,0.0
52,-55,
58,-55,
48,-52,
50,-53,
47,-61,0.0
43,-65,
48,-87,184.0
47,-63,
53,-113,744.0
49,-52,
50,-112,785.0
42,-72,
43,-83,
52,-112,809.0
53,-112,696.0
42,-80,
61,-140,4116.0
52,116,
45,81,
53,118,
54,106,
51,101,
51,100,
51,118,
51,116,
46,73,
54,107,
49,114,
45,-71,
50,-65,2.0
55,-75,297.54
48,-62,
51,-62,206.316
54,-77,195.65
51,-61,340.174
53,-71,546.932
54,-70,551.094
58,-68,173.184
57,-69,241.735
58,-70,197.33
54,-74,284.337
50,-61,
49,-63,
54,-68,611.0
55,-73,388.06
54,-71,520.21
55,-71,460.167
55,-72,418.525
55,-79,0.0
55,-76,309.825
55,-77,190.448
55,-74,447.09
52,-72,743.901
47,-62,
56,-69,360.0
59,-70,107.311
48,-61,
56,-77,0.0
49,-62,
57,-68,278.902
56,-68,446.488
56,-67,462.996
54,-69,545.542
58,-69,136.408
56,-66,440.747
55,-64,536.123
62,-73,332.371
